month,Beginning Stocks,Production,Imports," Supply, Total",Domestic Disappearance,Biofuel,"Food,Feed&other Industrial",Exports,"Use, Total",Ending Stocks,Avg. Farm Price (c/lb),Stock to Use
202101,1849.0,25565,350.0,27764.0,23200.0,8200,15000,2750.0,25950.0,1814.0,38.5,0.06990366088631984
202102,1849.0,25565,350.0,27764.0,23300.0,8300,15000,2750.0,26050.0,1714.0,40,0.06579654510556622
202103,1853.0,25630,350.0,27833.0,23500.0,8300,15200,2600.0,26100.0,1733.0,41,0.06639846743295019
202104,1853.0,25515,350.0,27718.0,23500.0,7900,15600,2500.0,26000.0,1718.0,45,0.06607692307692307
202105,1853.0,25515,350.0,27718.0,23600.0,9500,14100,2300.0,25900.0,1818.0,55,0.0701930501930502
202106,1853.0,25380,300.0,27533.0,23825.0,9500,14325,1900.0,25725.0,1808.0,59,0.0702818270165209
202107,1853.0,25390,250.0,27493.0,23925.0,9300,14625,1775.0,25700.0,1793.0,57.5,0.06976653696498054
202108,1853.0,25215,250.0,27318.0,23825.0,9100,14725,1700.0,25525.0,1793.0,57.5,0.07024485798237022
202109,1853.0,24980,265.0,27098.0,23525.0,8800,14725,1715.0,25240.0,1858.0,57.25,0.07361331220285261
202110,1853.0,24980,295.0,27128.0,23350.0,8800,14550,1715.0,25065.0,2063.0,56.87,0.08230600438858966
202111,1853.0,25023,302.0,27177.0,23277.0,8850,14427,1723.0,25000.0,2177.0,56.87,0.08708
202112,1853.0,25023,302.0,27177.0,23323.0,8850,14473,1723.0,25046.0,2131.0,56.87,0.08508344645851633
202201,1853.0,25023,302.0,27177.0,23323.0,8850,14473,1723.0,25046.0,2131.0,56.87,0.08508344645851633
202202,1853.0,25023,302.0,27177.0,23323.0,8850,14473,1723.0,25046.0,2131.0,56.87,0.08508344645851633
202203,1853.0,25023,302.0,27177.0,23323.0,8850,14473,1723.0,25046.0,2131.0,56.87,0.08508344645851633
202204,1853.0,25023,302.0,27177.0,23323.0,8850,14473,1723.0,25046.0,2131.0,56.87,0.08508344645851633
202205,1853.0,25023,302.0,27177.0,23323.0,8850,14473,1723.0,25046.0,2131.0,56.87,0.08508344645851633
202206,1853.0,25023,302.0,27177.0,23323.0,8850,14473,1723.0,25046.0,2131.0,56.87,0.08508344645851633
202207,1853.0,25023,302.0,27177.0,23323.0,8850,14473,1723.0,25046.0,2131.0,56.87,0.08508344645851633
202208,1853.0,25023,302.0,27177.0,23314.0,8850,14464,1731.0,25046.0,2131.0,56.87,0.08508344645851633
202209,1853.0,25023,302.0,27177.0,23314.0,8920,14394,1731.0,25046.0,2131.0,56.87,0.08508344645851633
202210,1853.0,25023,302.0,27177.0,23314.0,8920,14394,1731.0,25046.0,2131.0,56.87,0.08508344645851633
2021/2022,,,,,,,,,,,,
202105,1818.0,25945,600.0,28363.0,25400.0,12000,13400,1450.0,26850.0,1513.0,65,0.056350093109869645
202106,1808.0,25945,600.0,28353.0,25400.0,12000,13400,1450.0,26850.0,1503.0,65,0.055977653631284915
202107,1793.0,25945,600.0,28338.0,25400.0,12000,13400,1450.0,26850.0,1488.0,65,0.05541899441340782
202108,1793.0,25710,600.0,28103.0,25200.0,11500,13700,1450.0,26650.0,1453.0,65,0.05452157598499062
202109,1858.0,25420,450.0,27728.0,25000.0,11000,14000,1250.0,26250.0,1478.0,65,0.056304761904761906
202110,2063.0,25535,450.0,28048.0,25000.0,11000,14000,1250.0,26250.0,1798.0,65,0.0684952380952381
202111,2177.0,25535,450.0,28162.0,25000.0,11000,14000,1250.0,26250.0,1912.0,65,0.07283809523809524
202112,2131.0,25735,450.0,28316.0,25150.0,11000,14150,1250.0,26400.0,1916.0,65,0.07257575757575757
202201,2131.0,25910,450.0,28491.0,25150.0,11000,14150,1425.0,26575.0,1916.0,65,0.07209783631232361
202202,2131.0,26205,450.0,28786.0,25285.0,11000,14285,1425.0,26710.0,2076.0,66,0.07772369898914264
202203,2131.0,26205,450.0,28786.0,25085.0,10700,14385,1625.0,26710.0,2076.0,68,0.07772369898914264
202204,2131.0,26205,450.0,28786.0,25085.0,10700,14385,1725.0,26810.0,1976.0,70,0.07370384185005595
202205,2131.0,26205,450.0,28786.0,25085.0,10700,14385,1725.0,26810.0,1976.0,75,0.07370384185005595
202206,2131.0,26205,400.0,28736.0,24985.0,10700,14285,1800.0,26785.0,1951.0,75,0.07283927571401905
202207,2131.0,26105,375.0,28611.0,24885.0,10700,14185,1775.0,26660.0,1951.0,73,0.0731807951987997
202208,2131.0,26105,325.0,28561.0,24685.0,10500,14185,1775.0,26460.0,2101.0,72,0.07940287226001512
202209,2131.0,26105,325.0,28561.0,24635.0,10200,14435,1775.0,26410.0,2151.0,73,0.08144642180992048
202210,2131.0,26165,305.0,28601.0,24775.0,10200,14575,1775.0,26550.0,2051.0,72.98,0.07725047080979285
2022/2023,,,,,,,,,,,,
202205,1976.0,26430,500.0,28906.0,25800.0,12000,13800,1400.0,27200.0,1706.0,70,0.06272058823529411
202206,1951.0,26430,500.0,28881.0,25800.0,12000,13800,1400.0,27200.0,1681.0,70,0.06180147058823529
202207,1951.0,26310,500.0,28761.0,25700.0,12000,13700,1400.0,27100.0,1661.0,69,0.06129151291512915
202208,2101.0,26310,500.0,28911.0,25700.0,12000,13700,1400.0,27100.0,1811.0,69,0.06682656826568266
202209,2151.0,26075,500.0,28726.0,25500.0,11800,13700,1400.0,26900.0,1826.0,69,0.06788104089219331
202210,2051.0,26195,500.0,28746.0,25500.0,11800,13700,1400.0,26900.0,1846.0,69,0.06862453531598513
